seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	57091811	57092311	501	*	X04895	85456	57067103	57092413	25311	-	0	inside	101	TNKS1BP1
chr11	57102977	57103081	105	*	X04896	6749	57093459	57103351	9893	-	0	inside	269	SSRP1
chr11	57103256	57103345	90	*	X04897	6749	57093459	57103351	9893	-	0	inside	5	SSRP1
chr11	57103571	57103705	135	*	X04898	6749	57093459	57103351	9893	-	219	upstream	219	SSRP1
chr11	57192538	57192672	135	*	X04899	5553	57154834	57191532	36699	-	1005	upstream	1005	PRG2
chr11	57226543	57226647	105	*	X04904	349667	57228339	57244384	16046	+	1691	upstream	1691	RTN4RL2
chr11	57227372	57227446	75	*	X04905	349667	57228339	57244384	16046	+	892	upstream	892	RTN4RL2
chr11	57227668	57227772	105	*	X04906	349667	57228339	57244384	16046	+	566	upstream	566	RTN4RL2
chr11	57227818	57228057	240	*	X04907	349667	57228339	57244384	16046	+	281	upstream	281	RTN4RL2
chr11	57228433	57228552	120	*	X04908	349667	57228339	57244384	16046	+	0	inside	93	RTN4RL2
chr11	57228613	57228717	105	*	X04909	349667	57228339	57244384	16046	+	0	inside	273	RTN4RL2
chr11	57283211	57283390	180	*	X04919	8501	57252004	57283192	31189	-	18	upstream	18	SLC43A1
chr11	57365068	57365155	88	*	X04921	710	57365027	57382326	17300	+	0	inside	40	SERPING1
chr11	57365276	57365470	195	*	X04922	710	57365027	57382326	17300	+	0	inside	248	SERPING1
chr11	57406347	57406706	360	*	X04929	406919	57408671	57408759	89	+	1964	upstream	1964	MIR130A
chr11	57424931	57425065	135	*	X04936	10978	57425216	57429337	4122	+	150	upstream	150	CLP1
chr11	57435705	57435854	150	*	X04937	25921	57435474	57468659	33186	+	0	inside	230	ZDHHC5
chr11	57479594	57479683	90	*	X04939	100528016	57479995	57586652	106658	+	311	upstream	311	TMX2-CTNND1
chr11	57479594	57479683	90	*	X04939	51075	57479995	57508445	28451	+	311	upstream	311	TMX2
chr11	57479594	57479683	90	*	X04939	219541	57471182	57479673	8492	-	0	overlapStart	0	MED19
chr11	58346426	58346516	91	*	X04942	386607	58346587	58393205	46619	+	70	upstream	70	ZFP91-CNTF
chr11	58346426	58346516	91	*	X04942	80829	58346587	58389023	42437	+	70	upstream	70	ZFP91
chr11	58346426	58346516	91	*	X04942	9404	58294344	58345693	51350	-	732	upstream	732	LPXN
chr11	58346583	58346860	278	*	X04943	386607	58346587	58393205	46619	+	0	overlapStart	0	ZFP91-CNTF
chr11	58346583	58346860	278	*	X04943	80829	58346587	58389023	42437	+	0	overlapStart	0	ZFP91
chr11	58346583	58346860	278	*	X04943	9404	58294344	58345693	51350	-	889	upstream	889	LPXN
chr11	58874370	58874504	135	*	X04947	374393	58874658	58894888	20231	+	153	upstream	153	FAM111B
chr11	59436303	59436482	180	*	X04960	219988	59404192	59436511	32320	-	0	inside	28	PATL1
chr11	59522784	59522948	165	*	X04961	6809	59522532	59573355	50824	+	0	inside	251	STX3
chr11	59578008	59578082	75	*	X04965	54948	59573608	59578345	4738	-	0	inside	262	MRPL16
chr11	60928578	60928697	120	*	X04975	55048	60897728	60928916	31189	-	0	inside	218	VPS37C
chr11	60928893	60928997	105	*	X04976	55048	60897728	60928916	31189	-	0	overlapStart	0	VPS37C
chr11	60929328	60929432	105	*	X04977	55048	60897728	60928916	31189	-	411	upstream	411	VPS37C
chr11	61062799	61062903	105	*	X04979	220001	61025758	61062788	37031	-	10	upstream	10	VWCE
chr11	61099909	61100028	120	*	X04980	26007	61100654	61116231	15578	+	625	upstream	625	TKFC
chr11	61160107	61160301	195	*	X04981	51259	61159832	61166335	6504	+	0	inside	274	TMEM216
chr11	61196810	61196929	120	*	X04983	54949	61197597	61214239	16643	+	667	upstream	667	SDHAF2
chr11	61196960	61197334	375	*	X04984	54949	61197597	61214239	16643	+	262	upstream	262	SDHAF2
chr11	61196960	61197334	375	*	X04984	79869	61170120	61197464	27345	-	0	inside	129	CPSF7
chr11	61197350	61197484	135	*	X04985	54949	61197597	61214239	16643	+	112	upstream	112	SDHAF2
chr11	61197350	61197484	135	*	X04985	79869	61170120	61197464	27345	-	0	overlapStart	0	CPSF7
chr11	61275492	61275596	105	*	X04989	100616470	61276068	61276129	62	+	471	upstream	471	MIR4488
chr11	61275492	61275596	105	*	X04989	390205	61276272	61278490	2219	+	675	upstream	675	LRRC10B
chr11	61349082	61349186	105	*	X04995	9066	61281188	61348344	67157	-	737	upstream	737	SYT7
chr11	61520354	61520758	405	*	X05001	745	61520121	61555989	35869	+	0	inside	232	MYRF
chr11	61583015	61583104	90	*	X05004	9415	61583728	61634825	51098	+	623	upstream	623	FADS2
chr11	61583015	61583104	90	*	X05004	100302263	61582633	61582712	80	-	302	upstream	302	MIR1908
chr11	61583563	61583682	120	*	X05005	9415	61583728	61634825	51098	+	45	upstream	45	FADS2
chr11	61583563	61583682	120	*	X05005	100302263	61582633	61582712	80	-	850	upstream	850	MIR1908
chr11	61584635	61584769	135	*	X05006	100302263	61582633	61582712	80	-	1922	upstream	1922	MIR1908
chr11	61584635	61584769	135	*	X05006	3992	61567097	61584529	17433	-	105	upstream	105	FADS1
chr11	61658885	61659124	240	*	X05013	3995	61640998	61659006	18009	-	0	overlapStart	0	FADS3
chr11	61659602	61659696	95	*	X05014	3995	61640998	61659006	18009	-	595	upstream	595	FADS3
chr11	61716419	61716452	34	*	X05021	7439	61717356	61731935	14580	+	903	upstream	903	BEST1
chr11	61717033	61717107	75	*	X05022	7439	61717356	61731935	14580	+	248	upstream	248	BEST1
chr11	61735773	61735892	120	*	X05023	2495	61731757	61735132	3376	-	640	upstream	640	FTH1
chr11	61891634	61891783	150	*	X05024	3619	61891445	61920635	29191	+	0	inside	188	INCENP
chr11	62314311	62314535	225	*	X05035	79026	62201014	62314332	113319	-	0	overlapStart	0	AHNAK
chr11	62314898	62314987	90	*	X05036	79026	62201014	62314332	113319	-	565	upstream	565	AHNAK
chr11	62342451	62342555	105	*	X05043	1937	62327073	62342401	15329	-	49	upstream	49	EEF1G
chr11	62369856	62369931	76	*	X05049	9219	62360675	62369312	8638	-	543	upstream	543	MTA2
chr11	62380041	62380115	75	*	X05050	6094	62380213	62382592	2380	+	97	upstream	97	ROM1
chr11	62380041	62380115	75	*	X05050	256364	62369691	62380237	10547	-	0	inside	121	EML3
chr11	62380251	62380370	120	*	X05051	6094	62380213	62382592	2380	+	0	inside	37	ROM1
chr11	62380251	62380370	120	*	X05051	256364	62369691	62380237	10547	-	13	upstream	13	EML3
chr11	62389219	62389353	135	*	X05054	26229	62382768	62389647	6880	-	0	inside	293	B3GAT3
chr11	62389414	62389518	105	*	X05055	26229	62382768	62389647	6880	-	0	inside	128	B3GAT3
chr11	62389699	62389803	105	*	X05056	26229	62382768	62389647	6880	-	51	upstream	51	B3GAT3
chr11	62414266	62414325	60	*	X05058	23193	62392298	62414198	21901	-	67	upstream	67	GANAB
chr11	62432854	62432973	120	*	X05060	751071	62432779	62435954	3176	+	0	inside	74	CSKMT
chr11	62432854	62432973	120	*	X05060	692158	62432894	62433042	149	+	0	overlapStart	0	SNORA57
chr11	62438868	62438972	105	*	X05062	790955	62439126	62441162	2037	+	153	upstream	153	UQCC3
chr11	62438868	62438972	105	*	X05062	79081	62430289	62439241	8953	-	0	inside	268	LBHD1
chr11	62439364	62439438	75	*	X05063	790955	62439126	62441162	2037	+	0	inside	237	UQCC3
chr11	62439364	62439438	75	*	X05063	79081	62430289	62439241	8953	-	122	upstream	122	LBHD1
chr11	62473178	62473297	120	*	X05065	2785	62475066	62476678	1613	+	1768	upstream	1768	GNG3
chr11	62473844	62473948	105	*	X05066	2785	62475066	62476678	1613	+	1117	upstream	1117	GNG3
chr11	62474453	62474486	34	*	X05067	2785	62475066	62476678	1613	+	579	upstream	579	GNG3
chr11	62476934	62476993	60	*	X05068	26580	62457734	62477091	19358	-	0	inside	97	BSCL2
chr11	62521266	62521430	165	*	X05069	79842	62518435	62521656	3222	-	0	inside	225	ZBTB3
chr11	62522211	62522330	120	*	X05070	79842	62518435	62521656	3222	-	554	upstream	554	ZBTB3
chr11	62528875	62529084	210	*	X05071	5436	62529011	62534187	5177	+	0	overlapStart	0	POLR2G
chr11	62538820	62538939	120	*	X05072	10629	62538775	62554813	16039	+	0	inside	44	TAF6L
chr11	62572590	62572784	195	*	X05074	10482	62559598	62572964	13367	-	0	inside	179	NXF1
chr11	62573430	62573564	135	*	X05075	10482	62559598	62572964	13367	-	465	upstream	465	NXF1
chr11	62599239	62599373	135	*	X05079	6811	62574332	62599563	25232	-	0	inside	189	STX5
chr11	62599494	62599658	165	*	X05080	6811	62574332	62599563	25232	-	0	overlapStart	0	STX5
chr11	62600229	62600333	105	*	X05081	6811	62574332	62599563	25232	-	665	upstream	665	STX5
chr11	62689042	62689326	285	*	X05089	1128	62676151	62689012	12862	-	29	upstream	29	CHRM1
chr11	63258416	63258535	120	*	X05091	117245	63228876	63258680	29805	-	0	inside	144	PLAAT5
chr11	63439236	63439340	105	*	X05094	25923	63396437	63439444	43008	-	0	inside	103	ATL3
chr11	63448970	63449089	120	*	X05095	10313	63448922	63527363	78442	+	0	inside	47	RTN3
chr11	63535739	63535858	120	*	X05104	65998	63527364	63536113	8750	-	0	inside	254	C11orf95
chr11	63536339	63536473	135	*	X05105	65998	63527364	63536113	8750	-	225	upstream	225	C11orf95
chr11	63537809	63537898	90	*	X05106	65998	63527364	63536113	8750	-	1695	upstream	1695	C11orf95
chr11	63581016	63581105	90	*	X05107	144097	63580923	63595190	14268	+	0	inside	92	SPINDOC
chr11	63606390	63606452	63	*	X05109	2011	63606400	63678492	72093	+	0	overlapStart	0	MARK2
chr11	63684701	63685031	331	*	X05116	283248	63678693	63684316	5624	-	384	upstream	384	RCOR2
chr11	63685422	63685646	225	*	X05117	283248	63678693	63684316	5624	-	1105	upstream	1105	RCOR2
chr11	63706421	63706495	75	*	X05118	79829	63706442	63724446	18005	+	0	overlapStart	0	NAA40
chr11	63706547	63706846	300	*	X05119	79829	63706442	63724446	18005	+	0	inside	104	NAA40
chr11	63953740	63953994	255	*	X05137	10963	63953587	63972020	18434	+	0	inside	152	STIP1
chr11	63994511	63994600	90	*	X05140	83707	63991271	63993726	2456	-	784	upstream	784	TRPT1
chr11	64001861	64001945	85	*	X05142	7423	64002056	64006736	4681	+	110	upstream	110	VEGFB
chr11	64008606	64009100	495	*	X05143	2286	64008413	64011607	3195	+	0	inside	192	FKBP2
chr11	64014351	64014435	85	*	X05149	26472	64011951	64014413	2463	-	0	overlapStart	0	PPP1R14B
chr11	64018119	64018155	37	*	X05150	5331	64018995	64036924	17930	+	839	upstream	839	PLCB3
chr11	64019223	64019507	285	*	X05151	5331	64018995	64036924	17930	+	0	inside	227	PLCB3
chr11	64051968	64052102	135	*	X05156	56834	64051811	64056972	5162	+	0	inside	156	GPR137
chr11	64051968	64052102	135	*	X05156	572	64037300	64052176	14877	-	0	inside	73	BAD
chr11	64052178	64052297	120	*	X05157	572	64037300	64052176	14877	-	1	upstream	1	BAD
chr11	64052870	64053019	150	*	X05158	572	64037300	64052176	14877	-	693	upstream	693	BAD
chr11	64053425	64053529	105	*	X05159	572	64037300	64052176	14877	-	1248	upstream	1248	BAD
chr11	64053633	64053752	120	*	X05160	572	64037300	64052176	14877	-	1456	upstream	1456	BAD
chr11	64053798	64053947	150	*	X05161	572	64037300	64052176	14877	-	1621	upstream	1621	BAD
chr11	64072493	64072627	135	*	X05164	2101	64073044	64084210	11167	+	416	upstream	416	ESRRA
chr11	64072697	64072754	58	*	X05165	2101	64073044	64084210	11167	+	289	upstream	289	ESRRA
chr11	64072901	64072966	66	*	X05166	2101	64073044	64084210	11167	+	77	upstream	77	ESRRA
chr11	64073232	64073377	146	*	X05167	2101	64073044	64084210	11167	+	0	inside	187	ESRRA
chr11	64084790	64084909	120	*	X05170	25824	64085560	64089295	3736	+	650	upstream	650	PRDX5
chr11	64084790	64084909	120	*	X05170	51504	64084165	64085033	869	-	0	inside	123	TRMT112
chr11	64085810	64085974	165	*	X05171	25824	64085560	64089295	3736	+	0	inside	249	PRDX5
chr11	64085810	64085974	165	*	X05171	51504	64084165	64085033	869	-	776	upstream	776	TRMT112
chr11	64086215	64086484	270	*	X05172	51504	64084165	64085033	869	-	1181	upstream	1181	TRMT112
chr11	64491313	64491385	73	*	X05187	9379	64373646	64490660	117015	-	652	upstream	652	NRXN2
chr11	64512838	64513092	255	*	X05191	10235	64494383	64512928	18546	-	0	overlapStart	0	RASGRP2
chr11	64513523	64513566	44	*	X05192	10235	64494383	64512928	18546	-	594	upstream	594	RASGRP2
chr11	64546041	64546130	90	*	X05196	7536	64532076	64546316	14241	-	0	inside	185	SF1
chr11	64546236	64546385	150	*	X05197	7536	64532076	64546316	14241	-	0	overlapStart	0	SF1
chr11	64546611	64546730	120	*	X05198	7536	64532076	64546316	14241	-	294	upstream	294	SF1
chr11	64570411	64570530	120	*	X05201	5871	64556609	64570713	14105	-	0	inside	182	MAP4K2
chr11	64570711	64570815	105	*	X05202	5871	64556609	64570713	14105	-	0	overlapStart	0	MAP4K2
chr11	64611794	64611868	75	*	X05205	55561	64591662	64612041	20380	-	0	inside	172	CDC42BPG
chr11	64612529	64612663	135	*	X05206	55561	64591662	64612041	20380	-	487	upstream	487	CDC42BPG
chr11	64646728	64647057	330	*	X05210	10938	64620208	64647149	26942	-	0	inside	91	EHD1
chr11	64647457	64647471	15	*	X05211	10938	64620208	64647149	26942	-	307	upstream	307	EHD1
chr11	64691872	64691961	90	*	X05213	5526	64692143	64701950	9808	+	181	upstream	181	PPP2R5B
chr11	64703167	64703271	105	*	X05215	170589	64701943	64703360	1418	-	0	inside	88	GPHA2
chr11	64781056	64781190	135	*	X05216	100528018	64781585	64808044	26460	+	394	upstream	394	ARL2-SNX15
chr11	64781056	64781190	135	*	X05216	402	64781585	64789657	8073	+	394	upstream	394	ARL2
chr11	64808589	64808693	105	*	X05219	29901	64808376	64812300	3925	+	0	inside	212	SAC3D1
chr11	64851856	64852140	285	*	X05220	7542	64851694	64855874	4181	+	0	inside	161	ZFPL1
chr11	64851856	64852140	285	*	X05220	113130	64844927	64851615	6689	-	240	upstream	240	CDCA5
chr11	64852276	64852380	105	*	X05221	113130	64844927	64851615	6689	-	660	upstream	660	CDCA5
chr11	64879186	64879305	120	*	X05224	7108	64879326	64883707	4382	+	20	upstream	20	TM7SF2
chr11	64885198	64885317	120	*	X05226	741	64883875	64885170	1296	-	27	upstream	27	ZNHIT2
chr11	64948283	64948387	105	*	X05228	823	64948686	64979477	30792	+	298	upstream	298	CAPN1
chr11	64948424	64948483	60	*	X05229	823	64948686	64979477	30792	+	202	upstream	202	CAPN1
chr11	64948724	64948843	120	*	X05230	823	64948686	64979477	30792	+	0	inside	37	CAPN1
chr11	64948972	64949181	210	*	X05231	823	64948686	64979477	30792	+	0	inside	285	CAPN1
chr11	65082233	65082337	105	*	X05235	10435	65082289	65089900	7612	+	0	overlapStart	0	CDC42EP2
chr11	65082406	65082705	300	*	X05236	10435	65082289	65089900	7612	+	0	inside	116	CDC42EP2
chr11	65101430	65101639	210	*	X05238	5977	65101225	65120451	19227	+	0	inside	204	DPF2
chr11	65122134	65122283	150	*	X05241	220359	65122282	65125082	2801	+	0	overlapStart	0	TIGD3
chr11	65122509	65122628	120	*	X05242	220359	65122282	65125082	2801	+	0	inside	226	TIGD3
chr11	65189230	65189349	120	*	X05247	283131	65190269	65212028	21760	+	919	upstream	919	NEAT1
chr11	65189590	65189739	150	*	X05248	283131	65190269	65212028	21760	+	529	upstream	529	NEAT1
chr11	65189845	65189949	105	*	X05249	283131	65190269	65212028	21760	+	319	upstream	319	NEAT1
chr11	65190435	65190648	214	*	X05250	283131	65190269	65212028	21760	+	0	inside	165	NEAT1
chr11	65292252	65292321	70	*	X05255	57410	65292548	65306182	13635	+	226	upstream	226	SCYL1
chr11	65292500	65292552	53	*	X05256	57410	65292548	65306182	13635	+	0	overlapStart	0	SCYL1
chr11	65292627	65292671	45	*	X05257	57410	65292548	65306182	13635	+	0	inside	78	SCYL1
chr11	65325960	65326064	105	*	X05267	4054	65306030	65326253	20224	-	0	inside	188	LTBP3
chr11	65328210	65328314	105	*	X05268	4054	65306030	65326253	20224	-	1956	upstream	1956	LTBP3
chr11	65343319	65343386	68	*	X05269	254102	65343509	65360116	16608	+	122	upstream	122	EHBP1L1
chr11	65431109	65431243	135	*	X05278	5970	65421067	65430443	9377	-	665	upstream	665	RELA
chr11	65479745	65479864	120	*	X05279	10524	65479473	65487077	7605	+	0	inside	271	KAT5
chr11	65488401	65488413	13	*	X05285	84153	65485144	65488409	3266	-	0	overlapStart	0	RNASEH2C
chr11	65548463	65548567	105	*	X05286	91056	65541369	65548062	6694	-	400	upstream	400	AP5B1
chr11	65600840	65601064	225	*	X05292	254122	65601410	65621172	19763	+	345	upstream	345	SNX32
chr11	65640333	65640411	79	*	X05293	30008	65633912	65640405	6494	-	0	overlapStart	0	EFEMP2
chr11	65655556	65655750	195	*	X05294	9158	65651211	65656010	4800	-	0	inside	259	FIBP
chr11	65656039	65656158	120	*	X05295	9158	65651211	65656010	4800	-	28	upstream	28	FIBP
chr11	65656039	65656158	120	*	X05295	11007	65657875	65659106	1232	+	1716	upstream	1716	CCDC85B
chr11	65656366	65656470	105	*	X05296	9158	65651211	65656010	4800	-	355	upstream	355	FIBP
chr11	65656366	65656470	105	*	X05296	11007	65657875	65659106	1232	+	1404	upstream	1404	CCDC85B
chr11	65686742	65686854	113	*	X05300	10589	65686728	65689048	2321	+	0	inside	13	DRAP1
chr11	65686742	65686854	113	*	X05300	83638	65684283	65686531	2249	-	210	upstream	210	C11orf68
chr11	65686870	65686959	90	*	X05301	10589	65686728	65689048	2321	+	0	inside	141	DRAP1
chr11	65686870	65686959	90	*	X05301	83638	65684283	65686531	2249	-	338	upstream	338	C11orf68
chr11	65687050	65687169	120	*	X05302	83638	65684283	65686531	2249	-	518	upstream	518	C11orf68
chr11	65728405	65728494	90	*	X05303	9092	65729160	65747607	18448	+	665	upstream	665	SART1
chr11	65770079	65770318	240	*	X05306	84285	65764016	65769637	5622	-	441	upstream	441	EIF1AD
chr11	65770844	65770993	150	*	X05307	84285	65764016	65769637	5622	-	1206	upstream	1206	EIF1AD
chr11	65818839	65818958	120	*	X05308	10992	65819816	65836382	16567	+	857	upstream	857	SF3B2
chr11	66034442	66034498	57	*	X05316	81876	66036056	66044963	8908	+	1557	upstream	1557	RAB1B
chr11	66034679	66034813	135	*	X05317	81876	66036056	66044963	8908	+	1242	upstream	1242	RAB1B
chr11	66035009	66035188	180	*	X05318	81876	66036056	66044963	8908	+	867	upstream	867	RAB1B
chr11	66036179	66036328	150	*	X05319	81876	66036056	66044963	8908	+	0	inside	122	RAB1B
chr11	66045541	66045602	62	*	X05321	254263	66045672	66051685	6014	+	69	upstream	69	CNIH2
chr11	66056309	66056413	105	*	X05324	10897	66052051	66056638	4588	-	0	inside	224	YIF1A
chr11	66056489	66056593	105	*	X05325	10897	66052051	66056638	4588	-	0	inside	44	YIF1A
chr11	66113505	66113624	120	*	X05329	25855	66104804	66112582	7779	-	922	upstream	922	BRMS1
chr11	66113829	66113948	120	*	X05330	25855	66104804	66112582	7779	-	1246	upstream	1246	BRMS1
chr11	66115074	66115161	88	*	X05331	11041	66112843	66115161	2319	-	0	inside	0	B4GAT1
chr11	66115241	66115313	73	*	X05332	11041	66112843	66115161	2319	-	79	upstream	79	B4GAT1
chr11	66233739	66233843	105	*	X05336	246330	66233798	66244808	11011	+	0	overlapStart	0	PELI3
chr11	66233934	66234398	465	*	X05337	246330	66233798	66244808	11011	+	0	inside	135	PELI3
chr11	66313079	66313198	120	*	X05341	89	66313866	66330799	16934	+	667	upstream	667	ACTN3
chr11	66383769	66383948	180	*	X05342	100526737	66384053	66413944	29892	+	104	upstream	104	RBM14-RBM4
chr11	66383769	66383948	180	*	X05342	10432	66384053	66397397	13345	+	104	upstream	104	RBM14
chr11	66405581	66405730	150	*	X05346	5936	66406088	66435858	29771	+	357	upstream	357	RBM4
chr11	66406313	66406432	120	*	X05347	5936	66406088	66435858	29771	+	0	inside	224	RBM4
chr11	66444926	66445225	300	*	X05349	83759	66432470	66445275	12806	-	0	inside	49	RBM4B
chr11	66512264	66512398	135	*	X05353	79703	66512207	66610987	98781	+	0	inside	56	C11orf80
chr11	66610825	66610899	75	*	X05355	9986	66610883	66614003	3121	+	0	overlapStart	0	RCE1
chr11	66623830	66624039	210	*	X05356	78999	66624876	66627946	3071	+	836	upstream	836	LRFN4
chr11	66624850	66624954	105	*	X05357	78999	66624876	66627946	3071	+	0	overlapStart	0	LRFN4
chr11	66725527	66725661	135	*	X05358	5091	66615997	66725847	109851	-	0	inside	185	PC
chr11	66789892	66789915	24	*	X05359	91683	66790190	66818334	28145	+	274	upstream	274	SYT12
chr11	66823975	66824094	120	*	X05362	29984	66824289	66839488	15200	+	194	upstream	194	RHOD
chr11	66824200	66824289	90	*	X05363	29984	66824289	66839488	15200	+	0	overlapStart	0	RHOD
chr11	66886670	66886767	98	*	X05365	22992	66886740	67025550	138811	+	0	overlapStart	0	KDM2A
chr11	67056701	67056758	58	*	X05373	338692	67056762	67069955	13194	+	3	upstream	3	ANKRD13D
chr11	67056956	67057135	180	*	X05374	338692	67056762	67069955	13194	+	0	inside	193	ANKRD13D
chr11	67121140	67121289	150	*	X05377	57804	67118236	67121067	2832	-	72	upstream	72	POLD4
chr11	67121393	67121527	135	*	X05378	57804	67118236	67121067	2832	-	325	upstream	325	POLD4
chr11	67141240	67141567	328	*	X05384	23529	67131639	67141648	10010	-	0	inside	80	CLCF1
chr11	67159702	67159806	105	*	X05385	5883	67159423	67165883	6461	+	0	inside	278	RAD9A
chr11	67188667	67188936	270	*	X05388	5499	67165652	67188654	23003	-	12	upstream	12	PPP1CA
chr11	67189027	67189110	84	*	X05389	5499	67165652	67188654	23003	-	372	upstream	372	PPP1CA
chr11	67211132	67211281	150	*	X05394	57175	67205518	67211292	5775	-	0	inside	10	CORO1B
chr11	67236331	67236555	225	*	X05399	80194	67231819	67236748	4930	-	0	inside	192	TMEM134
chr11	67236633	67236767	135	*	X05400	80194	67231819	67236748	4930	-	0	overlapStart	0	TMEM134
chr11	67236946	67236975	30	*	X05401	80194	67231819	67236748	4930	-	197	upstream	197	TMEM134
chr11	67250277	67250396	120	*	X05402	9049	67250505	67258579	8075	+	108	upstream	108	AIP
chr11	67272455	67272574	120	*	X05407	9600	67259239	67272843	13605	-	0	inside	268	PITPNM1
chr11	67272740	67272919	180	*	X05408	9600	67259239	67272843	13605	-	0	overlapStart	0	PITPNM1
chr11	67276070	67276204	135	*	X05409	10263	67273961	67276199	2239	-	0	overlapStart	0	CDK2AP2
chr11	67276595	67276696	102	*	X05410	10263	67273961	67276199	2239	-	395	upstream	395	CDK2AP2
chr11	67373677	67373701	25	*	X05413	4723	67374323	67380012	5690	+	621	upstream	621	NDUFV1
chr11	67397474	67397751	278	*	X05415	254552	67395409	67397408	2000	-	65	upstream	65	NUDT8
chr11	67397793	67398302	510	*	X05416	254552	67395409	67397408	2000	-	384	upstream	384	NUDT8
chr11	67398663	67398752	90	*	X05417	254552	67395409	67397408	2000	-	1254	upstream	1254	NUDT8
chr11	67572976	67573332	357	*	X05419	645332	67559238	67572807	13570	-	168	upstream	168	FAM86C2P
chr11	67573472	67573844	373	*	X05420	645332	67559238	67572807	13570	-	664	upstream	664	FAM86C2P
chr11	67771261	67771635	375	*	X05423	81622	67758575	67771593	13019	-	0	overlapStart	0	UNC93B1
chr11	67797763	67797882	120	*	X05424	4728	67798084	67804114	6031	+	201	upstream	201	NDUFS8
chr11	67806568	67806657	90	*	X05425	10312	67806462	67818366	11905	+	0	inside	105	TCIRG1
chr11	67980735	67980848	114	*	X05433	51111	67923507	67981068	57562	-	0	inside	219	KMT5B
chr11	67980893	67980944	52	*	X05434	51111	67923507	67981068	57562	-	0	inside	123	KMT5B
chr11	67981560	67981634	75	*	X05435	51111	67923507	67981068	57562	-	491	upstream	491	KMT5B
chr11	68039135	68039254	120	*	X05437	53838	68028803	68039469	10667	-	0	inside	214	C11orf24
chr11	68227685	68227774	90	*	X05445	55291	68228186	68382801	154616	+	411	upstream	411	PPP6R3
chr11	68228089	68228253	165	*	X05446	55291	68228186	68382801	154616	+	0	overlapStart	0	PPP6R3
chr11	68228269	68228463	195	*	X05447	55291	68228186	68382801	154616	+	0	inside	82	PPP6R3
chr11	68451765	68451914	150	*	X05451	51083	68451983	68458643	6661	+	68	upstream	68	GAL
chr11	68452035	68452154	120	*	X05452	51083	68451983	68458643	6661	+	0	inside	51	GAL
chr11	68518665	68518820	156	*	X05454	9633	68474908	68518988	44081	-	0	inside	167	TESMIN
chr11	68518971	68519300	330	*	X05455	9633	68474908	68518988	44081	-	0	overlapStart	0	TESMIN
chr11	68610239	68610373	135	*	X05463	1374	68522088	68609399	87312	-	839	upstream	839	CPT1A
chr11	68610755	68610844	90	*	X05464	1374	68522088	68609399	87312	-	1355	upstream	1355	CPT1A
chr11	68780761	68780880	120	*	X05468	116535	68771862	68780850	8989	-	0	overlapStart	0	MRGPRF
chr11	68781076	68781225	150	*	X05469	116535	68771862	68780850	8989	-	225	upstream	225	MRGPRF
chr11	68781423	68781587	165	*	X05470	116535	68771862	68780850	8989	-	572	upstream	572	MRGPRF
chr11	68816195	68816344	150	*	X05471	219931	68816350	68858072	41723	+	5	upstream	5	TPCN2
chr11	69061416	69061469	54	*	X05473	26579	69061622	69156450	94829	+	152	upstream	152	MYEOV
chr11	69061515	69061580	66	*	X05474	26579	69061622	69156450	94829	+	41	upstream	41	MYEOV
chr11	69519216	69519350	135	*	X05484	9965	69513006	69519106	6101	-	109	upstream	109	FGF19
chr11	69519656	69519760	105	*	X05485	9965	69513006	69519106	6101	-	549	upstream	549	FGF19
chr11	69519851	69519970	120	*	X05486	9965	69513006	69519106	6101	-	744	upstream	744	FGF19
chr11	69520506	69520595	90	*	X05487	9965	69513006	69519106	6101	-	1399	upstream	1399	FGF19
chr11	69633833	69633911	79	*	X05489	2248	69624736	69634192	9457	-	0	inside	280	FGF3
chr11	70244561	70244665	105	*	X05495	2017	70244612	70282690	38079	+	0	overlapStart	0	CTTN
chr11	70244891	70245640	750	*	X05496	2017	70244612	70282690	38079	+	0	inside	278	CTTN
chr11	71159072	71159251	180	*	X05499	1717	71145457	71159477	14021	-	0	inside	225	DHCR7
chr11	71160011	71160130	120	*	X05500	1717	71145457	71159477	14021	-	533	upstream	533	DHCR7
chr11	71164031	71164330	300	*	X05501	55191	71164217	71212581	48365	+	0	overlapStart	0	NADSYN1
chr11	71497542	71497868	327	*	X05502	55199	71498557	71512280	13724	+	688	upstream	688	FAM86C1P
chr11	71498036	71498516	481	*	X05503	55199	71498557	71512280	13724	+	40	upstream	40	FAM86C1P
chr11	71640120	71640509	390	*	X05504	100133315	71576555	71639493	62939	-	626	upstream	626	LOC100133315
chr11	71640555	71640674	120	*	X05505	100133315	71576555	71639493	62939	-	1061	upstream	1061	LOC100133315
chr11	71790641	71790700	60	*	X05510	220074	71791377	71821828	30452	+	676	upstream	676	LRTOMT
chr11	71790881	71790985	105	*	X05511	220074	71791377	71821828	30452	+	391	upstream	391	LRTOMT
chr11	71791136	71791330	195	*	X05512	220074	71791377	71821828	30452	+	46	upstream	46	LRTOMT
chr11	71791136	71791330	195	*	X05512	4926	71713911	71791573	77663	-	0	inside	242	NUMA1
chr11	71792456	71792508	53	*	X05513	4926	71713911	71791573	77663	-	882	upstream	882	NUMA1
chr11	71814267	71814401	135	*	X05514	55004	71808338	71814433	6096	-	0	inside	31	LAMTOR1
